ID;Título;Comentário;Histórico;"Atividades ";Origem;Endereço;"Editado em";"Criado em";"Criado Por";Status;Gravidade;Responsável;Ativo;Bairro;Solicitante
59981;"SINISTRO DE MOTO (QUEDA) COM VÍTIMA";"VIA LIBERADA";"INFORME DE QUEDA DE MOTOCICLISTA EM FRENTE AO FORTE GRAGOATÁ - VÍTIMA AO SOLO - OPERACIONAL E CBMERJ NO LOCAL.O campo Número do Chamado foi assinalado como 260611055487O campo Pasta foi assinalado como 359-20260611055426O campo Título foi assinalado como SINISTRO DE MOTO (QUEDA) COM VÍTIMAO campo Bairro foi assinalado como GragoatáO campo Endereço foi assinalado como RUA CORONEL TAMARINDOO campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoO campo Gravidade foi assinalado como MédiaO campo Solicitante foi assinalado como DIRETOR RUY FRANÇAO campo Origem foi assinalado como OperacionalO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | VIA LIBERADA";;Operacional;"RUA CORONEL TAMARINDO";"2026-06-11 06:17:00";"2026-06-11 05:58:00";"FLAVIO SA";Encerrada;Média;;Sim;Gragoatá;"DIRETOR RUY FRANÇA"
59919;REVERSIVEL;;"Faixa reversível montada.O campo Número do Chamado foi assinalado como 260611054956O campo Pasta foi assinalado como 299-20260611054957O campo Título foi assinalado como REVERSIVELO campo Bairro foi assinalado como IcaraíO campo Endereço foi assinalado como Avenida Jornalista Alberto Francisco TorresO campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram assinaladas como: 3xO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como CCO O campo Origem foi assinalado como MonitoramentoO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | Visualizou esse Registro de Incidente. | As atividades foram assinaladas como: 3xO campo Status foi assinalado como Encerrado";#1_34_C#1_1_C#1_30_C#;Monitoramento;"Avenida Jornalista Alberto Francisco Torres";"2026-06-11 09:31:00";"2026-06-11 05:51:00";SIMONE;Encerrada;Baixa;;Sim;Icaraí;"CCO "
59979;"CONTROLADOR FORA DA REDE (OFFLINE)";"REESTABELECIDO ";"Controladora 3041 (Avenida Visconde do Rio Branco x Rua Aurelino Leal) - Sem comunicação. O campo Número do Chamado foi assinalado como 260611045286O campo Pasta foi assinalado como 266-20260611045225O campo Título foi assinalado como CONTROLADOR FORA DA REDE (OFFLINE)O campo Bairro foi assinalado como CentroO campo Endereço foi assinalado como Avenida Ernani do Amaral PeixotoO campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como CCO MobilidadeO campo Origem foi assinalado como MonitoramentoO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | REESTABELECIDO ";;Monitoramento;"Avenida Ernani do Amaral Peixoto";"2026-06-11 06:17:00";"2026-06-11 04:55:00";ROSIANE;Encerrada;Baixa;;Sim;Centro;"CCO Mobilidade"
59977;"VEÍCULO ENGUIÇADO";"VIA LIBERADA";"Auto enguiçado - Rua Noronha Torrezão x Rua Vereador Duque estrada.O campo Número do Chamado foi assinalado como 260611043985O campo Pasta foi assinalado como 359-20260611043906O campo Título foi assinalado como VEÍCULO ENGUIÇADOO campo Bairro foi assinalado como Santa RosaO campo Endereço foi assinalado como RUA NORONHA TORREZÃOO campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram excluídasO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como CCO MOBILIDADEO campo Origem foi assinalado como MonitoramentoO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | VIA LIBERADA";;Monitoramento;"RUA NORONHA TORREZÃO";"2026-06-11 05:52:00";"2026-06-11 04:40:00";"FLAVIO SA";Encerrada;Baixa;;Sim;"Santa Rosa";"CCO MOBILIDADE"
59975;"SINISTRO PERDA DE CONTROLE ";"VIA LIBERADA ";"MOTORISTA DO CAMINHÃO PERDEU CONTROLE DO VEÍCULO SAINDO DA PISTA - COM VITIMAS - CBMERJ - PMERJ E OPERACIONAL NO LOCAL.O campo Número do Chamado foi assinalado como 260611042684O campo Pasta foi assinalado como 359-20260611042622O campo Título foi assinalado como SINISTRO PERDA DE CONTROLE O campo Bairro foi assinalado como Várzea das MoçasO campo Endereço foi assinalado como RJ108O campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram excluídasO campo Gravidade foi assinalado como AltaO campo Solicitante foi assinalado como CISPO campo Origem foi assinalado como CISPO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | VIA LIBERADA ";;CISP;RJ108;"2026-06-11 06:18:00";"2026-06-11 04:27:00";"FLAVIO SA";Encerrada;Alta;;Sim;"Várzea das Moças";CISP
59917;"ACIONAMENTO DE REBOQUE NITTRANS";;"Reboque leve acionado para atender o registro N°59913.O campo Número do Chamado foi assinalado como 260611041155O campo Pasta foi assinalado como 397-20260611041146O campo Título foi assinalado como ACIONAMENTO DE REBOQUE NITTRANSO campo Bairro foi assinalado como CentroO campo Endereço foi assinalado como Avenida Feliciano Sodré O campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como SilasO campo Origem foi assinalado como OperacionalO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | Visualizou esse Registro de Incidente.";;Operacional;"Avenida Feliciano Sodré ";"2026-06-11 04:33:00";"2026-06-11 04:12:00";"ODILON FORTUNATO";Encerrada;Baixa;;Sim;Centro;Silas
59915;"MANUTENÇÃO SEMAFÓRICA";FINALIZADO;"Controlador 9039 apresentando parasita (G3). Equipe semafórica ciente.
(Estrada Francisco da Cruz Nunes x Rotatória do Cafubá).
O campo Número do Chamado foi assinalado como 260611040654O campo Pasta foi assinalado como 397-20260611040602O campo Título foi assinalado como MANUTENÇÃO SEMAFÓRICAO campo Bairro foi assinalado como CafubáO campo Endereço foi assinalado como Estrada Francisco da Cruz NunesO campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram assinaladas como: 3xO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como Semafórica O campo Origem foi assinalado como MonitoramentoO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | Equipe semafórica diurna dará continuidade no serviço. | FINALIZADOAs atividades foram excluídasO campo Status foi assinalado como Encerrado";;Monitoramento;"Estrada Francisco da Cruz Nunes";"2026-06-11 04:31:00";"2026-06-11 04:06:00";"ODILON FORTUNATO";Encerrada;Baixa;;Sim;Cafubá;"Semafórica "
59973;SECONSER;;"EQUIPE SECONSER REALIZANDO TROCA DE TAMPA DE RALO - ALTURA DO Nº10 - EM CONTATO COM SUPERVISOR DO TRECHO, GUILHERME - CONCRETO EM PROCESSO DE SECAGEM - LOCAL SINALIZADO E PREVISÃO DE FINALIZAÇÃO DE SERVIÇO PARA O DIA 12/06/2026.O campo Número do Chamado foi assinalado como 260611040083O campo Pasta foi assinalado como 359-20260611040043O campo Título foi assinalado como SECONSERO campo Bairro foi assinalado como Santa RosaO campo Endereço foi assinalado como RUA NORONHA TORREZÃO O campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram excluídasO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como CCO MOBILIDADEO campo Origem foi assinalado como OperacionalO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | Visualizou esse Registro de Incidente.";;Operacional;"RUA NORONHA TORREZÃO ";"2026-06-11 04:29:00";"2026-06-11 04:05:00";"FLAVIO SA";Desconhecido;Baixa;;Sim;"Santa Rosa";"CCO MOBILIDADE"
59913;"SINISTRO DE MOTO (QUEDA) COM VÍTIMA";"Via liberada.";"Sinistro autolesão com vítima na Av. Visconde do Rio Branco x Av. Feliciano Sodré. CBMERJ no local.O campo Número do Chamado foi assinalado como 260611033253O campo Pasta foi assinalado como 299-20260611033228O campo Título foi assinalado como SINISTRO DE MOTO (QUEDA) COM VÍTIMAO campo Bairro foi assinalado como CentroO campo Endereço foi assinalado como Avenida Visconde do Rio BrancoO campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como CCO O campo Origem foi assinalado como MonitoramentoO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | Vítima conduzida ao hospital. Aguardando a retirada da motocicleta para a liberação da via. | Via liberada.O campo Status foi assinalado como Encerrado";;Monitoramento;"Avenida Visconde do Rio Branco";"2026-06-11 04:33:00";"2026-06-11 03:34:00";SIMONE;Encerrada;Baixa;;Sim;Centro;"CCO "
59971;REVERSIVEL;;"REVERSÍVEL MONTADA.O campo Número do Chamado foi assinalado como 260611032782O campo Pasta foi assinalado como 359-20260611032736O campo Título foi assinalado como REVERSIVELO campo Bairro foi assinalado como IcaraíO campo Endereço foi assinalado como AV. ROBERTO SILVEIRAO campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram excluídasO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como CCO MOBILIDADEO campo Origem foi assinalado como MonitoramentoO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | Visualizou esse Registro de Incidente.";;Monitoramento;"AV. ROBERTO SILVEIRA";"2026-06-11 09:21:00";"2026-06-11 03:28:00";"FLAVIO SA";Encerrada;Baixa;;Sim;Icaraí;"CCO MOBILIDADE"
59969;"VEÍCULO ENGUIÇADO";"VIA LIBERADA";"Auto enguiçado - Alameda São Boaventura x Av. Prof. João Brasil - sem combustível.O campo Número do Chamado foi assinalado como 260611030881O campo Pasta foi assinalado como 359-20260611030820O campo Título foi assinalado como VEÍCULO ENGUIÇADOO campo Bairro foi assinalado como FonsecaO campo Endereço foi assinalado como ALAMEDA SÃO BOAVENTURA O campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram excluídasO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como CCO MOBILIDADE O campo Origem foi assinalado como MonitoramentoO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | VIA LIBERADA";;Monitoramento;"ALAMEDA SÃO BOAVENTURA ";"2026-06-11 03:17:00";"2026-06-11 03:09:00";"FLAVIO SA";Encerrada;Baixa;;Sim;Fonseca;"CCO MOBILIDADE "
59967;"SEMÁFORO APAGADO";Restabelecido.;"CONTROLADOR 8008 APAGADO - RUA BENJAMIN CONSTANT X RUA FRANCISCO PORTELA - ENGIE CIENTE - ABERTO VIA - OPERACIONAL CIENTE.O campo Número do Chamado foi assinalado como 260611030180O campo Pasta foi assinalado como 359-20260611030102O campo Título foi assinalado como SEMÁFORO APAGADOO campo Bairro foi assinalado como BarretoO campo Endereço foi assinalado como RUA BENJAMIN CONSTANTO campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como CCO MOBILIDADE O campo Origem foi assinalado como MonitoramentoO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | REESTABELECIDO  | O campo Status foi assinalado como Em Andamento | Restabelecido.O campo Status foi assinalado como Encerrado";;Monitoramento;"RUA BENJAMIN CONSTANT";"2026-06-11 08:02:00";"2026-06-11 03:02:00";"FLAVIO SA";Encerrada;Baixa;;Sim;Barreto;"CCO MOBILIDADE "
59911;"ACIONAMENTO DE REBOQUE PARTICULAR";"Via liberada";"Acionado reboque particular.O campo Número do Chamado foi assinalado como 260611024452O campo Pasta foi assinalado como 299-20260611024420O campo Título foi assinalado como ACIONAMENTO DE REBOQUE PARTICULARO campo Bairro foi assinalado como FonsecaO campo Endereço foi assinalado como Alameda Sao BoaventuraO campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como ContibuiteO campo Origem foi assinalado como ContribuinteO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | Via liberada";;Contribuinte;"Alameda Sao Boaventura";"2026-06-11 02:51:00";"2026-06-11 02:45:00";SIMONE;Encerrada;Baixa;;Sim;Fonseca;Contibuite
59965;"ÓLEO NA PISTA";"via liberada";"APÓS LIBERAÇÃO DE CAMINHÃO ENGUIÇADO SENTIDO ALCÂNTARA - O MESMO DERRAMOU ÓLEO NA VIA - OPERACIONAL NO LOCAL - SERRAGEM SENDO COLOCADA NO LOCAL.O campo Número do Chamado foi assinalado como 260611024279O campo Pasta foi assinalado como 359-20260611024237O campo Título foi assinalado como ÓLEO NA PISTAO campo Bairro foi assinalado como FonsecaO campo Endereço foi assinalado como ALAMEDA SÃO BOAVENTURA O campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram excluídasO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como SUPERVISOR JEFITH MARRAO campo Origem foi assinalado como OperacionalO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | via liberada";;Operacional;"ALAMEDA SÃO BOAVENTURA ";"2026-06-11 03:27:00";"2026-06-11 02:44:00";"FLAVIO SA";Encerrada;Baixa;;Sim;Fonseca;"SUPERVISOR JEFITH MARRA"
59909;"VEÍCULO ENGUIÇADO";"Via liberada";"Veículo enguiçado na via, sentido Alcântara.O campo Número do Chamado foi assinalado como 260611024351O campo Pasta foi assinalado como 299-20260611024301O campo Título foi assinalado como VEÍCULO ENGUIÇADOO campo Bairro foi assinalado como FonsecaO campo Endereço foi assinalado como Alameda Sao BoaventuraO campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram assinaladas como: 4xO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como CCO O campo Origem foi assinalado como MonitoramentoO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | Via liberada";#1_34_C#1_12_C#1_1_C#1_30_C#;Monitoramento;"Alameda Sao Boaventura";"2026-06-11 02:50:00";"2026-06-11 02:44:00";SIMONE;Encerrada;Baixa;;Sim;Fonseca;"CCO "
59963;"VEÍCULO ENGUIÇADO";"VIA LIBERADA";"CAMINHÃO ENGUIÇADO - ALAMEDA SENTIDO ALCÂNTARA - FAIXA DA DIREITA - OPERACIONAL NO LOCAL.O campo Número do Chamado foi assinalado como 260611023978O campo Pasta foi assinalado como 359-20260611023938O campo Título foi assinalado como VEÍCULO ENGUIÇADOO campo Bairro foi assinalado como FonsecaO campo Endereço foi assinalado como ALAMEDA SÃO BOAVENTURA O campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram excluídasO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como SUPERVISOR JEFITH MARRAO campo Origem foi assinalado como OperacionalO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | VIA LIBERADA";;Operacional;"ALAMEDA SÃO BOAVENTURA ";"2026-06-11 03:18:00";"2026-06-11 02:42:00";"FLAVIO SA";Encerrada;Baixa;;Sim;Fonseca;"SUPERVISOR JEFITH MARRA"
59961;"VEÍCULO ENGUIÇADO";"VIA LIBERADA";"Coletivo enguiçado em frente ao posto de gasolina sentido Engenhoca O campo Número do Chamado foi assinalado como 260611013777O campo Pasta foi assinalado como 266-20260611013740O campo Título foi assinalado como VEÍCULO ENGUIÇADOO campo Bairro foi assinalado como FonsecaO campo Endereço foi assinalado como Avenida Professor João Brasil O campo Número foi apagadoO campo Rota foi apagadoO campo Estado foi apagadoO campo CEP foi apagadoO campo País foi apagadoO campo Coordenadas foi apagadoAs atividades foram assinaladas como: 1xO campo Gravidade foi assinalado como BaixaO campo Solicitante foi assinalado como Maurício - supervisor O campo Origem foi assinalado como OperacionalO campo Status foi assinalado como AbertoO campo Ativo foi assinalado como Sim | VIA LIBERADA";;Operacional;"Avenida Professor João Brasil ";"2026-06-11 03:18:00";"2026-06-11 01:42:00";ROSIANE;Encerrada;Baixa;;Sim;Fonseca;"Maurício - supervisor "
